".rownames","Probability1"
"209",0.0396946564885496
"216",0.851851851851852
"22",0.0396946564885496
"222",0.0396946564885496
"224",0.851851851851852
"229",0.851851851851852
"231",0.0396946564885496
"233",0.0396946564885496
"239",0.0396946564885496
"240",0.0396946564885496
"248",0.0396946564885496
"250",0.0396946564885496
"252",0.0396946564885496
"257",0.602409638554217
"26",0.0396946564885496
"260",0.851851851851852
"262",0.0396946564885496
"263",0.0396946564885496
"266",0.602409638554217
"269",0.0396946564885496
"279",0.0396946564885496
"282",0.602409638554217
"284",0.0396946564885496
"29",0.0396946564885496
"291",0.851851851851852
"298",0.0396946564885496
"301",0.851851851851852
"302",0.851851851851852
"303",0.851851851851852
"304",0.0396946564885496
"305",0.602409638554217
"307",0.0396946564885496
"308",0.0396946564885496
"31",0.602409638554217
"314",0.0396946564885496
"315",0.602409638554217
"317",0.602409638554217
"32",0.0396946564885496
"328",0.0396946564885496
"330",0.0396946564885496
"338",0.0396946564885496
"341",0.0396946564885496
"342",0.0396946564885496
"344",0.0396946564885496
"35",0.0396946564885496
"352",0.0396946564885496
"355",0.851851851851852
"358",0.0396946564885496
"359",0.0396946564885496
"360",0.0396946564885496
"362",0.0396946564885496
"37",0.0396946564885496
"371",0.0396946564885496
"375",0.0396946564885496
"376",0.0396946564885496
"377",0.0396946564885496
"379",0.602409638554217
"381",0.602409638554217
"384",0.0396946564885496
"392",0.851851851851852
"393",0.851851851851852
"395",0.602409638554217
"4",0.0396946564885496
"405",0.0396946564885496
"406",0.0396946564885496
"407",0.0396946564885496
"408",0.0396946564885496
"410",0.851851851851852
"413",0.0396946564885496
"414",0.0396946564885496
"416",0.0396946564885496
"417",0.0396946564885496
"419",0.851851851851852
"425",0.602409638554217
"426",0.602409638554217
"43",0.0396946564885496
"431",0.0396946564885496
"435",0.0396946564885496
"436",0.0396946564885496
"439",0.0396946564885496
"44",0.0396946564885496
"440",0.851851851851852
"441",0.0396946564885496
"444",0.851851851851852
"445",0.0396946564885496
"448",0.0396946564885496
"453",0.851851851851852
"454",0.0396946564885496
"457",0.0396946564885496
"459",0.0396946564885496
"464",0.0396946564885496
"467",0.0396946564885496
"47",0.0396946564885496
"475",0.602409638554217
"477",0.0396946564885496
"484",0.0396946564885496
"489",0.0396946564885496
"494",0.0396946564885496
"497",0.602409638554217
"498",0.0396946564885496
"502",0.0396946564885496
"507",0.851851851851852
"513",0.0396946564885496
"516",0.0396946564885496
"517",0.0396946564885496
"52",0.0396946564885496
"520",0.0396946564885496
"522",0.0396946564885496
"524",0.0396946564885496
"526",0.0396946564885496
"532",0.0396946564885496
"536",0.0396946564885496
"537",0.0396946564885496
"543",0.0396946564885496
"544",0.0396946564885496
"546",0.0396946564885496
"550",0.0396946564885496
"552",0.851851851851852
"554",0.851851851851852
"557",0.0396946564885496
"56",0.602409638554217
"561",0.602409638554217
"564",0.0396946564885496
"57",0.602409638554217
"572",0.176470588235294
"574",0.851851851851852
"578",0.0396946564885496
"579",0.0396946564885496
"583",0.0396946564885496
"595",0.0396946564885496
"597",0.0396946564885496
"598",0.0396946564885496
"599",0.0396946564885496
"6",0.0396946564885496
"604",0.851851851851852
"610",0.0396946564885496
"611",0.0396946564885496
"612",0.0396946564885496
"615",0.0396946564885496
"62",0.602409638554217
"625",0.0396946564885496
"627",0.0396946564885496
"629",0.0396946564885496
"630",0.851851851851852
"637",0.0396946564885496
"640",0.0396946564885496
"644",0.0396946564885496
"649",0.0396946564885496
"651",0.0396946564885496
"655",0.0396946564885496
"658",0.0396946564885496
"662",0.0396946564885496
"671",0.0396946564885496
"673",0.851851851851852
"676",0.0396946564885496
"679",0.602409638554217
"682",0.0396946564885496
"684",0.0396946564885496
"687",0.602409638554217
"688",0.851851851851852
"695",0.0396946564885496
"697",0.0396946564885496
"699",0.0396946564885496
"70",0.0396946564885496
"703",0.0396946564885496
"705",0.0396946564885496
"706",0.851851851851852
"708",0.0396946564885496
"711",0.0396946564885496
"713",0.0396946564885496
"715",0.0396946564885496
"716",0.0396946564885496
"718",0.0396946564885496
"719",0.0396946564885496
"724",0.0396946564885496
"73",0.0396946564885496
"734",0.0396946564885496
"735",0.0396946564885496
"741",0.0396946564885496
"744",0.0396946564885496
"746",0.0396946564885496
"750",0.0396946564885496
"752",0.0396946564885496
"758",0.176470588235294
"759",0.0396946564885496
"760",0.0396946564885496
"762",0.0396946564885496
"767",0.0396946564885496
"770",0.851851851851852
"772",0.0396946564885496
"776",0.0396946564885496
"779",0.0396946564885496
"787",0.602409638554217
"788",0.0396946564885496
"790",0.0396946564885496
"797",0.0396946564885496
"8",0.0396946564885496
"80",0.0396946564885496
"800",0.0396946564885496
"801",0.0396946564885496
"802",0.0396946564885496
"803",0.0396946564885496
"805",0.602409638554217
"806",0.0396946564885496
"808",0.0396946564885496
"813",0.0396946564885496
"816",0.0396946564885496
"817",0.0396946564885496
"818",0.602409638554217
"82",0.0396946564885496
"820",0.0396946564885496
"823",0.0396946564885496
"824",0.0396946564885496
"825",0.0396946564885496
"828",0.0396946564885496
"829",0.0396946564885496
"835",0.602409638554217
"837",0.851851851851852
"841",0.0396946564885496
"842",0.0396946564885496
"845",0.0396946564885496
"846",0.0396946564885496
"847",0.0396946564885496
"854",0.0396946564885496
"855",0.0396946564885496
"857",0.0396946564885496
"860",0.0396946564885496
"871",0.0396946564885496
"875",0.851851851851852
"876",0.0396946564885496
"877",0.0396946564885496
"878",0.0396946564885496
"879",0.602409638554217
"883",0.602409638554217
"884",0.851851851851852
"889",0.851851851851852
"899",0.0396946564885496
"902",0.0396946564885496
"91",0.0396946564885496
"910",0.851851851851852
"914",0.0396946564885496
"915",0.851851851851852
"921",0.0396946564885496
"924",0.0396946564885496
"925",0.0396946564885496
"926",0.0396946564885496
"928",0.0396946564885496
"929",0.0396946564885496
"93",0.0396946564885496
"932",0.0396946564885496
"936",0.176470588235294
"938",0.0396946564885496
"942",0.0396946564885496
"943",0.851851851851852
"944",0.602409638554217
"947",0.0396946564885496
"95",0.0396946564885496
"954",0.0396946564885496
"958",0.0396946564885496
"96",0.0396946564885496
"966",0.851851851851852
"967",0.0396946564885496
"974",0.176470588235294
"98",0.0396946564885496
"982",0.0396946564885496
"983",0.0396946564885496
"986",0.0396946564885496
"99",0.602409638554217
"990",0.602409638554217
"992",0.0396946564885496
"994",0.0396946564885496
"996",0.0396946564885496
