".rownames","Playoffs.fctr","Playoffs.fctr.predict.Max.cor.Y.glm.prob","Playoffs.fctr.predict.Max.cor.Y.glm","Playoffs.fctr.predict.Max.cor.Y.glm.accurate"
"801","N",2.90070146546474e-12,"N",TRUE
"802","N",2.90070146546459e-12,"N",TRUE
"803","N",2.90070146546455e-12,"N",TRUE
"805","N",2.90070146546448e-12,"N",TRUE
"806","N",2.9007014654645e-12,"N",TRUE
"808","N",2.90070146546475e-12,"N",TRUE
"813","N",2.90070146546449e-12,"N",TRUE
"816","N",2.90070146546461e-12,"N",TRUE
"817","N",2.90070146546451e-12,"N",TRUE
"818","Y",0.999999999997099,"Y",TRUE
"82","N",2.90070146546479e-12,"N",TRUE
"820","N",2.90070146546459e-12,"N",TRUE
"823","N",2.90070146546455e-12,"N",TRUE
"824","N",2.90070146546471e-12,"N",TRUE
"825","N",2.90070146546472e-12,"N",TRUE
"828","N",2.90070146546458e-12,"N",TRUE
"829","N",2.90070146546454e-12,"N",TRUE
"835","N",2.90070146546448e-12,"N",TRUE
"837","Y",0.999999999997099,"Y",TRUE
"841","N",2.90070146546464e-12,"N",TRUE
"842","N",2.90070146546476e-12,"N",TRUE
"845","N",2.90070146546461e-12,"N",TRUE
"846","N",2.90070146546469e-12,"N",TRUE
"847","N",2.9007014654647e-12,"N",TRUE
"854","N",2.90070146546457e-12,"N",TRUE
"855","N",2.90070146546454e-12,"N",TRUE
"857","N",2.90070146546453e-12,"N",TRUE
"860","N",2.90070146546456e-12,"N",TRUE
"871","N",2.90070146546455e-12,"N",TRUE
"875","N",2.90070146546439e-12,"N",TRUE
"876","N",2.90070146546451e-12,"N",TRUE
"877","N",2.90070146546458e-12,"N",TRUE
"878","N",2.90070146546465e-12,"N",TRUE
"879","N",2.90070146546447e-12,"N",TRUE
"883","Y",0.999999999997099,"Y",TRUE
"884","Y",0.999999999997099,"Y",TRUE
"889","Y",0.999999999997099,"Y",TRUE
"899","N",2.90070146546474e-12,"N",TRUE
"902","N",2.90070146546463e-12,"N",TRUE
"91","N",2.90070146546466e-12,"N",TRUE
"910","Y",0.999999999997099,"Y",TRUE
"914","N",2.90070146546472e-12,"N",TRUE
"915","Y",0.999999999997099,"Y",TRUE
"921","N",2.90070146546462e-12,"N",TRUE
"924","N",2.90070146546482e-12,"N",TRUE
"925","N",2.90070146546466e-12,"N",TRUE
"926","N",2.9007014654645e-12,"N",TRUE
"928","N",2.90070146546461e-12,"N",TRUE
"929","N",2.90070146546462e-12,"N",TRUE
"93","N",2.90070146546472e-12,"N",TRUE
"932","N",2.90070146546457e-12,"N",TRUE
"936","N",2.90070146546447e-12,"N",TRUE
"938","N",2.90070146546453e-12,"N",TRUE
"942","N",2.90070146546451e-12,"N",TRUE
"943","Y",0.999999999997099,"Y",TRUE
"944","N",2.90070146546447e-12,"N",TRUE
"947","N",2.90070146546465e-12,"N",TRUE
"95","N",2.90070146546455e-12,"N",TRUE
"954","N",2.90070146546462e-12,"N",TRUE
"958","N",2.90070146546472e-12,"N",TRUE
"96","N",2.90070146546458e-12,"N",TRUE
"966","Y",0.999999999997099,"Y",TRUE
"967","N",2.90070146546452e-12,"N",TRUE
"974","Y",0.999999999997099,"Y",TRUE
"98","N",2.90070146546471e-12,"N",TRUE
"982","N",2.90070146546457e-12,"N",TRUE
"983","N",2.9007014654646e-12,"N",TRUE
"986","N",2.90070146546456e-12,"N",TRUE
"99","Y",0.999999999997099,"Y",TRUE
"990","Y",0.999999999997099,"Y",TRUE
"992","Y",0.999999999997099,"Y",TRUE
"994","N",2.90070146546465e-12,"N",TRUE
"996","N",2.90070146546455e-12,"N",TRUE
